"AIDS Report Number","Local Event Date","Event City","Event State","Event Airport","Event Type","Aircraft Damage","Flight Phase","Aircraft Make","Aircraft Model","Aircraft Series","Operator","Primary Flight Type","Flight Conduct Code","Flight Plan Filed Code","Aircraft Registration Nbr","Total Fatalities","Total Injuries","Aircraft Engine Make","Aircraft Engine Model","Engine Group Code","Nbr of Engines","PIC Certificate Type","PIC Flight Time Total Hrs","PIC Flight Time Total Make-Model"," "," "
"20151016020389I","16-OCT-15","AUGUSTA","KS","AUGUSTA MUNI","INCIDENT","MINOR","LANDING: TOUCHDOWN","BEECH","BE-35","BE-35-C33","","","GENERAL OPERATING RULES","","3732Q","0","0","CONT M","I0-470 SERIES","","","PRIVATE PILOT","394","264","44",""
"20120629013079I","29-JUN-12","PRESCOTT","AZ","ERNEST A. LOVE FIELD","INCIDENT","MINOR","TAKEOFF: ROTATION","PIPER","PA-28","PA-28-140","","","GENERAL OPERATING RULES","","7591R","0","0","LYCOMI","0-320 SERIES","","","PRIVATE PILOT","395","290","85",""
"20170807016949I","07-AUG-17","ELCHO","WI","","INCIDENT","MINOR","LANDING: TOUCHDOWN","RANS","","","","","GENERAL OPERATING RULES","","39KS","0","0","","","","","","395","200","60",""
"20081030850929I","30-OCT-08","KENOSHA","WI","KENOSHA RGNL","INCIDENT","MINOR","LANDING","CESSNA","CE-182","CE-182-R","","","GENERAL OPERATING RULES","UNKNOWN","41748","0","0","LYC","O540*","O540","1","","396","65","99",""
"20120724017069I","24-JUL-12","CAHOKIA","IL","ST LOUIS DOWNTOWN","INCIDENT","NONE","TAKEOFF: CLIMB OUT","DIAMOND","DIAMOND-20","DIAMOND-20-C1","ST LOUIS UNIVERSITY","","GENERAL OPERATING RULES","","620PC","0","0","CONT M","IO-240-B","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","396","33","10",""
"20130623018359I","23-JUN-13","DORADO","PR","","INCIDENT","MINOR","CRUISE-LEVEL FLIGHT","PIPER","PA-18","PA-18-150","","","GENERAL OPERATING RULES","","8991Y","0","1","LYCOMI","O-360 SERIES","RL-253","","COMMERCIAL PILOT","397","113","105",""
"20100810041479I","10-AUG-10","MIDDLETOWN","RI","NEWPORT STATE","INCIDENT","MINOR","LANDING: ROLLOUT","PIPER","PA-28","PA-28-140","","","GENERAL OPERATING RULES","","5904U","0","0","LYCOMI","0-320 SERIES","","","","398","21","18",""
"20160823015969I","23-AUG-16","NORTH POLE","AK","BRADLEY SKY-RANCH","INCIDENT","MINOR","TAXI","CESSNA","CE-152","","","","GENERAL OPERATING RULES","","5105M","0","0","","","","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","398","152","40",""
"20161026020619I","26-OCT-16","TRUCKEE","CA","TRUCKEE-TAHOE","INCIDENT","MINOR","LANDING: TOUCHDOWN","CESSNA","CE-210","CE-210-J","","","GENERAL OPERATING RULES","","3383S","0","0","CONT M","IO 520 SERIES","","1","PRIVATE PILOT","398","30","8",""
"20130428007339I","28-APR-13","CAMDENTON","MO","CAMDENTON MEMORIAL","INCIDENT","MINOR","TAKEOFF: DEPARTURE","CESSNA","CE-182","CE-182-R","","","GENERAL OPERATING RULES","","739CL","0","0","LYCOMI","0-540 SERIES","","1","COMMERCIAL PILOT","399","147","5",""
"20150824014139I","24-AUG-15","DALLAS","TX","DALLAS EXECUTIVE","INCIDENT","MINOR","LANDING: TOUCHDOWN","CESSNA","CE-182","CE-182-R","","","GENERAL OPERATING RULES","","4160C","0","0","LYCOMI","0-540 SERIES","","1","PRIVATE PILOT","399","110","14",""
"20080301011389I","01-MAR-08","HAMMOND","LA","HAMMOND NORTHSHORE RGNL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","MOONEY","M-20","M-20-J","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","5262F","0","0","","","","1","PRIVATE PILOT","400","200","25",""
"20080506833859I","06-MAY-08","EL DORADO","KS","CAPTAIN JACK THOMAS/EL DORADO","INCIDENT","MINOR","CLIMB","QUAD CITY","CHALLENGER II","","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","63191","0","0","ROTAX","ROTAX*","","","PRIVATE PILOT","400","6","15",""
"20080517833819I","17-MAY-08","YUKON","OK","","INCIDENT","MINOR","PRACTICE TRAINING MENEUVERS","PIPER","PA-J3C","PA-J3C-65","","PERSONAL","GENERAL OPERATING RULES","NONE","75772","0","0","","","","1","PRIVATE PILOT","400","75","15",""
"20080520839139I","20-MAY-08","CORPUS CHRISTI","TX","CORPUS CHRISTI INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","SOCATA","TB-200","","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","298GT","0","0","","","","1","PRIVATE PILOT","400","350","25",""
"20080530835069I","30-MAY-08","OCALA","FL","OCALA INTL-JIM TAYLOR FIELD","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-177","CE-177-RG","","PERSONAL","GENERAL OPERATING RULES","NONE","1897Q","0","0","","","","1","PRIVATE PILOT","400","70","20",""
"20080606838089I","06-JUN-08","PERRIS","CA","","INCIDENT","SUBSTANTIAL","TOUCH AND GO LANDING","STRIPLIN","LONE RANGER","","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","5099F","0","0","","","","1","","400","278","12",""
"20080606848639I","06-JUN-08","KAPOLEI","HI","KALAELOA (JOHN RODGERS FIELD)","INCIDENT","MINOR","GO ROUND (ABORTED VISUAL FLIGHT RULES)","PIPER","PA-28R","PA-28R-200","","","GENERAL OPERATING RULES","UNKNOWN","1366T","0","0","","","","1","","400","15","15",""
"20080717856219I","17-JUL-08","STOCKBRIDGE","GA","BERRY HILL","INCIDENT","MINOR","LANDING","CESSNA","CE-172","CE-172-RG","AMERICAN FLYERS CO INC","","GENERAL OPERATING RULES","UNKNOWN","9487D","0","0","","","","1","COMMERCIAL PILOT","400","8","11",""
"20080914847049I","14-SEP-08","COLUMBUS","OH","PORT COLUMBUS INTL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CIRRUS","CIRRUS-SR","CIRRUS-SR-22","","","GENERAL OPERATING RULES","UNKNOWN","522SR","0","0","","","","1","PRIVATE PILOT","400","100","40",""
"20090120002919I","20-JAN-09","FORT MYERS","FL","PAGE FIELD","INCIDENT","MINOR","TAXI","CESSNA","CE-172","CE-172-S","","","GENERAL OPERATING RULES","UNKNOWN","2142T","0","0","LYC","IO360LYC*","O360","1","PRIVATE PILOT","400","400","45",""
"20090410010749I","10-APR-09","","NC","RALEIGH-DURHAM INTL","INCIDENT","MINOR","LANDING","RUTAN","LONGEZ","","","","GENERAL OPERATING RULES","UNKNOWN","49MT","0","0","","","","1","PRIVATE PILOT","400","3","80",""
"20090429005639I","29-APR-09","CORVALLIS","OR","CORVALLIS MUNI","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","PIPER","PA-30","","","","GENERAL OPERATING RULES","UNKNOWN","8F","0","0","","","","2","PRIVATE PILOT","400","300","30",""
"20090624010839I","24-JUN-09","GILMER","TX","FOX STEPHENS FIELD - GILMER MUNI","INCIDENT","MINOR","TAXI","CESSNA","CE-140","","","","GENERAL OPERATING RULES","UNKNOWN","76655","0","0","CONT","C85*","C85","1","PRIVATE PILOT","400","5","5",""
"20090629008309I","29-JUN-09","SHAWNEE","OK","SHAWNEE RGNL","INCIDENT","MINOR","LANDING","VANS","RV-10","","","","GENERAL OPERATING RULES","UNKNOWN","410EG","0","0","LYC","O540*","O540","1","PRIVATE PILOT","400","34","34",""
"20090825048509I","25-AUG-09","SALISBURY","MD","SALISBURY-OCEAN CITY WICOMICO RGNL","INCIDENT","MINOR","LANDING: TOUCHDOWN","ICP","SAVANNAH","","","","GENERAL OPERATING RULES","","184SA","0","0","","","","","COMMERCIAL PILOT","400","20","30",""
"20091005050519I","05-OCT-09","FORT LAUDERDALE","FL","FORT LAUDERDALE EXECUTIVE","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","PIPER","PA-60","PA-60-600","","","GENERAL OPERATING RULES","","8236J","0","0","LYCOMI","IO-540 SER","UNKNOW","","AIRLINE TRANSPORT","400","400","60",""
"20091117052929I","17-NOV-09","SYLVESTER","GA","","INCIDENT","MINOR","CRUISE-LEVEL FLIGHT","AMERICAN LEGEND","AL-11","","","","GENERAL OPERATING RULES","","404PC","0","0","CONT M","O-200","","1","PRIVATE PILOT","400","250","50",""
"20091127022469I","27-NOV-09","KINGFISHER","OK","KINGFISHER","INCIDENT","MINOR","LANDING","CESSNA","CE-182","CE-182-Q","","","GENERAL OPERATING RULES","UNKNOWN","4814N","0","0","","","","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","400","12","100",""
"20100319029779I","19-MAR-10","BRAZIL","IN","","INCIDENT","MINOR","OTHER-SPECIFY","CESSNA","CE-177","CE-177-B","","","GENERAL OPERATING RULES","","177GS","0","0","","","","1","PRIVATE PILOT","400","130","3",""
"20100711041129I","11-JUL-10","ILIAMNA","AK","ILIAMNA","INCIDENT","MINOR","CRUISE-LEVEL FLIGHT","DE HAVILLAND-BOMBARDIER","DHC-3","","","","GENERAL OPERATING RULES","","61FE","0","0","P&W","R1340 SERIES","","","PRIVATE PILOT","400","0","0",""
"20101113053699I","13-NOV-10","STURGEON BAY","WI","DOOR COUNTY CHERRYLAND","INCIDENT","MINOR","LANDING: APPROACH","LANCAIR","LC-41","LC-41-550FG","","","GENERAL OPERATING RULES","","2540M","0","0","CONT M","TSIO-550 SER","","","PRIVATE PILOT","400","20","20",""
"20101231053989I","31-DEC-10","CORONA","CA","CORONA MUNI","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","MOONEY","M-20","M-20-F","","","GENERAL OPERATING RULES","","9555M","0","0","LYCOMI","I0360 SER","","1","COMMERCIAL PILOT","400","15","15",""
"20110121000679I","21-JAN-11","HAYS","KS","HAYS RGNL","INCIDENT","MINOR","TAXI","RANS","S-19","","","","GENERAL OPERATING RULES","","719RS","0","0","ROTAX","912ULS","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","400","3","3",""
"20110313004089I","13-MAR-11","ORANGE","VA","ORANGE COUNTY","INCIDENT","MINOR","TAXI","PIPER","PA-28R","PA-28R-200","","","GENERAL OPERATING RULES","","897EC","0","0","LYCOMI","I0360 SER","","","PRIVATE PILOT","400","220","25",""
"20110613010909I","13-JUN-11","MIAMI","FL","KENDALL-TAMIAMI EXECUTIVE","INCIDENT","MINOR","LANDING: ROLLOUT","VANS","RV-6","RV-6-A","","","GENERAL OPERATING RULES","","644WP","0","0","","","","1","PRIVATE PILOT","400","183","15",""
"20110722015499I","22-JUL-11","SARASOTA","FL","SARASOTA/BRADENTON INTL","INCIDENT","MINOR","TAXI","CESSNA","CE-152","","","","GENERAL OPERATING RULES","","25820","0","0","LYCOMI","0-235 SERIES","","1","PRIVATE PILOT","400","100","3",""
"20110913020139I","13-SEP-11","BROWNSVILLE","TX","BROWNSVILLE/SOUTH PADRE ISLAND INTL","INCIDENT","MINOR","LANDING: TOUCHDOWN","NAVION","NAV-1","","","","GENERAL OPERATING RULES","","8867H","0","0","CONT M","E185 SERIES","N/A","1","PRIVATE PILOT","400","200","1",""
"20111112026419I","12-NOV-11","MANCHESTER","MI","ROSSETTIE","INCIDENT","MINOR","TAXI","KITFOX","","","","","GENERAL OPERATING RULES","","214MP","0","0","ROTEX","582","","1","PRIVATE PILOT","400","175","30",""
"20120205004919I","05-FEB-12","CORONA","CA","CORONA MUNI","INCIDENT","MINOR","TAKEOFF: ROTATION","CHAMP","CHAMP-2000","","","","GENERAL OPERATING RULES","","17KA","0","0","LYCOMI","0-235 SERIES","","","PRIVATE PILOT","400","150","15",""
"20120421005709I","21-APR-12","GRAND ISLAND","NE","CENTRAL NEBRASKA RGNL","INCIDENT","MINOR","LANDING: TOUCHDOWN","CESSNA","CE-182","CE-182-P","","","GENERAL OPERATING RULES","","84466","0","0","CONT M","O-470 SERIES","UNKNOW","1","PRIVATE PILOT","400","80","",""
"20120508008719I","08-MAY-12","LANSING","IL","LANSING MUNI","INCIDENT","MINOR","LANDING: TOUCHDOWN","CESSNA","CE-210","CE-210-T210N","","","GENERAL OPERATING RULES","","6295Y","0","0","CONT M","TSIO-520 SER","","1","PRIVATE PILOT","400","55","10",""
"20120509006889I","09-MAY-12","WATERFORD","MI","OAKLAND COUNTY INTL","INCIDENT","MINOR","LANDING: TOUCHDOWN","CESSNA","CE-180","CE-180-K","","","GENERAL OPERATING RULES","","2582K","0","0","CONT M","IO 520 SERIES","","1","PRIVATE PILOT","400","200","",""
"20120806016269I","06-AUG-12","SCOTTSDALE","AZ","SCOTTSDALE","INCIDENT","NONE","TAKEOFF: CLIMB OUT","CIRRUS","CIRRUS-SR","CIRRUS-SR-20","","","GENERAL OPERATING RULES","","89CD","0","0","CONT M","IO-360 SER","ES","1","PRIVATE PILOT","400","200","",""
"20120811018089I","11-AUG-12","DEER CREEK","IL","","INCIDENT","MINOR","TAKEOFF: DEPARTURE","","","","","","GENERAL OPERATING RULES","","94PW","0","0","BOMBAR","ROTAX (ALL)","","","PRIVATE PILOT","400","100","10",""
"20120902019949I","02-SEP-12","NAPLES","FL","NAPLES MUNI","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","DIAMOND","DIAMOND-40","","","","GENERAL OPERATING RULES","","160TS","0","0","THIELE","TAE-125-01","","","PRIVATE PILOT","400","200","22",""
"20121223027899I","23-DEC-12","LAKEVILLE","MN","AIRLAKE","INCIDENT","MINOR","LANDING: TOUCHDOWN","MOONEY","M-20","M-20-F","","","GENERAL OPERATING RULES","","381LB","0","0","LYCOMI","I0360 SER A&C","","1","PRIVATE PILOT","400","350","15",""
"20130608009089I","08-JUN-13","LONOKE","AR","COUNTRY AIR ESTATES","INCIDENT","MINOR","LANDING: TOUCHDOWN","","","","","","GENERAL OPERATING RULES","","280BB","0","0","VOLKSW","CONVERSION","","1","PRIVATE PILOT","400","2","2",""
"20130731014929I","31-JUL-13","PORTERVILLE","CA","PORTERVILLE MUNI","INCIDENT","MINOR","LANDING: TOUCHDOWN","LANCAIR","LC-320","","","","GENERAL OPERATING RULES","","21B","0","0","LYCOMI","0-320 SERIES","","","PRIVATE PILOT","400","200","10",""
"20130830016629I","30-AUG-13","ROSWELL","NM","ROSWELL INTL AIR CENTER","INCIDENT","MINOR","LANDING: ROLLOUT","CESSNA","CE-182","CE-182-G","","","GENERAL OPERATING RULES","","2309R","0","0","CONT M","O-470 SERIES","","1","PRIVATE PILOT","400","220","32",""
"20130923018699I","23-SEP-13","LOWELL","MI","LOWELL CITY","INCIDENT","MINOR","LANDING: TOUCHDOWN","","","","","","GENERAL OPERATING RULES","","59NE","0","0","LYCOMI","O-290-D2","","","PRIVATE PILOT","400","15","15",""
"20131018021029I","18-OCT-13","SARASOTA","FL","SARASOTA/BRADENTON INTL","INCIDENT","MINOR","TAKEOFF: ROTATION","BLANCA","BL-17","BL-17-30A","","","GENERAL OPERATING RULES","","122RH","0","0","CONT M","IO 520 SERIES","","","PRIVATE PILOT","400","60","10",""
"20140601008069I","01-JUN-14","FITCHBURG","MA","FITCHBURG MUNI","INCIDENT","MINOR","LANDING: APPROACH","MRCHTI","F-260","","","","GENERAL OPERATING RULES","","7895","0","0","LYCOMI","IO-540 SER","","","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","400","300","100",""
"20140727016139I","27-JUL-14","DES MOINES","IA","DES MOINES INTL","INCIDENT","MINOR","LANDING: TOUCHDOWN","CESSNA","CE-170","CE-170-A","","","GENERAL OPERATING RULES","","9274A","0","0","CONT M","C145 SERIES","","1","PRIVATE PILOT","400","100","50",""
"20150406003629I","06-APR-15","CHINO","CA","CHINO","INCIDENT","MINOR","UNKNOWN","","","","","","GENERAL OPERATING RULES","","551EZ","0","0","LYCOMI","0-235 SERIES","","","PRIVATE PILOT","400","5","10",""
"20150523008739I","23-MAY-15","OPA LOCKA","FL","OPA-LOCKA EXECUTIVE","INCIDENT","MINOR","LANDING: TOUCHDOWN","BEECH","BE-36","BE-36-B36TC","","","GENERAL OPERATING RULES","","998JG","0","0","CONT M","TSIO-520 SER","","1","PRIVATE PILOT","400","60","20",""
"20150715011059I","15-JUL-15","BIG PINEY","WY","MILEY MEMORIAL FIELD","INCIDENT","MINOR","LANDING: TOUCHDOWN","MOONEY","M-20","M-20-J","","","GENERAL OPERATING RULES","","975RJ","0","0","LYCOMI","I0360 SER A&C","","1","PRIVATE PILOT","400","320","3",""
"20150920015709I","20-SEP-15","PLYMOUTH","IN","","INCIDENT","MINOR","LANDING: APPROACH","CAMRON","CAMRON-Z-90","","","","GENERAL OPERATING RULES","","2147B","0","0","NONE","NONE","N/A","","PRIVATE PILOT","400","200","15",""
"20160413003959I","13-APR-16","ZEELAND","MI","OTTAWA EXECUTIVE","INCIDENT","MINOR","LANDING: TOUCHDOWN","PIPER","PA-24","PA-24-250","","","GENERAL OPERATING RULES","","5140P","0","0","LYCOMI","0-540 SERIES","","","PRIVATE PILOT","400","300","58",""
"20160623005509I","23-JUN-16","WANAMINGO","MN","","INCIDENT","MINOR","LANDING: TOUCHDOWN","DELTA","","","","","GENERAL OPERATING RULES","","147DE","0","1","BOMBAR","ROTAX (ALL)","","","STUDENT","400","50","10",""
"20160724013779I","24-JUL-16","TAYLORVILLE","IL","TAYLORVILLE MUNI","INCIDENT","MINOR","LANDING: ROLLOUT","","","","","","GENERAL OPERATING RULES","","669CS","0","0","","","","","PRIVATE PILOT","400","250","40",""
"20160821013389I","21-AUG-16","VENICE","FL","VENICE MUNI","INCIDENT","MINOR","LANDING: TOUCHDOWN","FLIGHT DESIGN","CT","","","","GENERAL OPERATING RULES","","141BV","0","0","ROTAX","912ULS","","1","PRIVATE PILOT","400","400","",""
"20160823018189I","23-AUG-16","SANFORD","FL","ORLANDO SANFORD INTL","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","CIRRUS","CIRRUS-SR","CIRRUS-SR-20","","","PILOT SCHOOLS","","482DA","0","0","CONT M","IO-360-ES","","1","PRIVATE PILOT FLIGHT INSTRUCTOR","400","50","100",""
"20170821017249I","21-AUG-17","SHREVEPORT","LA","SHREVEPORT RGNL","INCIDENT","NONE","TAKEOFF: CLIMB OUT","VANS","RV-12","","","","GENERAL OPERATING RULES","","903EN","0","0","ROTAX","912ULS","","","PRIVATE PILOT","400","35","12",""
"20170908011969I","08-SEP-17","BOULDER","CO","BOULDER MUNI","INCIDENT","MINOR","LANDING: ROLLOUT","CESSNA","","","","","GENERAL OPERATING RULES","","2400G","0","0","LYCOMI","I0360 SER","","1","PRIVATE PILOT","400","58","58",""
"20171124021979I","24-NOV-17","GAITHERSBURG","MD","MONTGOMERY COUNTY AIRPARK","INCIDENT","MINOR","LANDING: ROLLOUT","PIPER","PA-28","PA-28-161","","","PILOT SCHOOLS","","2172D","0","0","LYCOMI","0-320 SERIES","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","400","100","60",""
"20180203006499I","03-FEB-18","SAN DIEGO","CA","MONTGOMERY FIELD","INCIDENT","MINOR","LANDING: TOUCHDOWN","CESSNA","CE-172","CE-172-RG","","","GENERAL OPERATING RULES","","28RJ","0","0","","","","1","PRIVATE PILOT","400","14","1",""
"20180414003659I","14-APR-18","ORMOND BEACH","FL","ORMOND BEACH MUNI","INCIDENT","NONE","LANDING: APPROACH","CESSNA","CE-172","CE-172-S","EMBRY-RIDDLE AERONAUTICAL UNIVERSITY","","PILOT SCHOOLS","","427ER","0","0","LYCOMI","IO-360-L2A","","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","400","350","60",""
"20180419003859I","19-APR-18","BATTLE CREEK","MI","W K KELLOGG","INCIDENT","MINOR","LANDING: APPROACH","CIRRUS","CIRRUS-SR","CIRRUS-SR-20","WESTERN MICHIGAN UNIVERSITY COLLEGE OF AVIATION","","PILOT SCHOOLS","","746TM","0","0","CONT M","IO-360-ES","","1","PRIVATE PILOT FLIGHT INSTRUCTOR","400","250","82",""
"20170329018529I","29-MAR-17","WESTMINSTER","MD","CARROLL COUNTY RGNL/JACK B POAGE FIELD","INCIDENT","MINOR","LANDING: TOUCHDOWN","PIPER","PA-28RT","PA-28RT-201","","","GENERAL OPERATING RULES","","528FT","0","0","LYCOMI","I0360 SER A&C","","","PRIVATE PILOT","401","40","41",""
"20110803017989I","03-AUG-11","","AK","","INCIDENT","MINOR","TAKEOFF: DEPARTURE","CESSNA","CE-170","","","","GENERAL OPERATING RULES","","2593V","0","0","CONT M","C145 SERIES","","1","PRIVATE PILOT","402","238","19",""
"20120622013839I","22-JUN-12","ALEXANDRIA","IN","ALEXANDRIA","INCIDENT","NONE","LANDING: APPROACH","SPHRTH","SPHRTH-DISCUS","SPHRTH-DISCUS-B","","","GENERAL OPERATING RULES","","888TK","0","0","AMA/EX","UNKNOWN ENG","","","PRIVATE PILOT","403","39","22",""
"20080712842099I","12-JUL-08","HOLLISTER","CA","HOLLISTER MUNI","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIETENPOL","","","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","927WC","0","0","CONT","C85*","C85","","PRIVATE PILOT","404","22","22",""
"20180120000999I","20-JAN-18","MANASSAS","VA","MANASSAS RGNL/HARRY P. DAVIS FIELD","INCIDENT","MINOR","TAKEOFF: DEPARTURE","VANS","","","","","GENERAL OPERATING RULES","","728TT","0","0","","","","","PRIVATE PILOT","405","204","16",""
"20090629047629I","29-JUN-09","MERIDIANVILLE","AL","MADISON COUNTY EXECUTIVE/TOM SHARP JR FLD","INCIDENT","MINOR","LANDING: TOUCHDOWN","GULSTM","GA-112","GA-112-A","","","GENERAL OPERATING RULES","","1425J","0","0","LYCOMI","I0360 SER","","1","PRIVATE PILOT","406","280","21",""
"20090901049039I","01-SEP-09","TERRE HAUTE","IN","TERRE HAUTE INTL-HULMAN FIELD","INCIDENT","MINOR","LANDING: TOUCHDOWN","DIAMOND","DIAMOND-20","DIAMOND-20-C1","","","GENERAL OPERATING RULES","","403AM","0","0","CONT M","IO-240 SER","","","PRIVATE PILOT","406","6","46",""
"20090907025489I","07-SEP-09","STOWE","VT","","INCIDENT","NONE","LANDING: TOUCHDOWN","HEAD","HEAD-AX8","HEAD-AX8-105","","","GENERAL OPERATING RULES","","105VT","0","5","NONE","NONE","","","COMMERCIAL PILOT","406","280","15",""
"20120212001809I","12-FEB-12","SAN ANGELO","TX","SAN ANGELO RGNL/MATHIS FIELD","INCIDENT","SUBSTANTIAL","LANDING: ROLLOUT","PIPER","PA-32","PA-32-R301T","","","GENERAL OPERATING RULES","","52MD","0","0","LYCOMI","TI0-540 SER","","","PRIVATE PILOT","406","266","25",""
"20140616012169I","16-JUN-14","HANNIBAL","NY","","INCIDENT","MINOR","CRUISE-LEVEL FLIGHT","","","","","","GENERAL OPERATING RULES","","32YX","0","0","AEROVE","2.0","355","1","PRIVATE PILOT","406","6","6",""
"20150416011929I","16-APR-15","CASA GRANDE","AZ","CASA GRANDE MUNI","INCIDENT","MINOR","LANDING: TOUCHDOWN","MOONEY","M-20","M-20-K","","","GENERAL OPERATING RULES","","20MC","0","0","CONT M","TSIO-520 SER","","1","PRIVATE PILOT","406","307","",""
"20090403002989I","03-APR-09","BREMERTON","WA","BREMERTON NATIONAL","INCIDENT","MINOR","LANDING","MOONEY","M-20","M-20-B","","","GENERAL OPERATING RULES","UNKNOWN","74545","0","0","","","","1","PRIVATE PILOT","408","408","0",""
"20110326005999I","26-MAR-11","","UT","","INCIDENT","MINOR","LANDING: TOUCHDOWN","WAGAERO","CUBY","","","","GENERAL OPERATING RULES","","65WA","0","0","LYCOMI","0-320 SERIES","","","PRIVATE PILOT","408","90","25",""
"20140316004789I","16-MAR-14","OPA LOCKA","FL","OPA-LOCKA EXECUTIVE","INCIDENT","MINOR","LANDING: TOUCHDOWN","MOONEY","M-20","M-20-S","","","GENERAL OPERATING RULES","","2215Y","0","0","CONT M","IO-550 SERIES","","1","PRIVATE PILOT","408","43","27",""
"20141130021389I","30-NOV-14","DANBURY","CT","DANBURY MUNI","INCIDENT","MINOR","GROUND-RAMP","CESSNA","CE-177","CE-177-B","","","GENERAL OPERATING RULES","","11907","0","0","","","","1","PRIVATE PILOT","409","206","1",""
"20080529837379I","29-MAY-08","OKARCHE","OK","","INCIDENT","MINOR","CLIMB","BEECH","BE-35","BE-35-F35","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","3837B","0","0","CONT","E2258","E225","1","PRIVATE PILOT","410","10","15",""
"20080630839629I","30-JUN-08","WICHITA","KS","WICHITA MID-CONTINENT","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","MOONEY","M-20","","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","6865V","0","0","LYC","IO360LYC*","O360","1","PRIVATE PILOT","410","230","15",""
"20090807014369I","07-AUG-09","VAN NUYS","CA","VAN NUYS","INCIDENT","NONE","LANDING","CESSNA","CE-172","CE-172-S","","","GENERAL OPERATING RULES","UNKNOWN","52070","0","0","LYC","IO360L2A","IO360","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","410","260","100",""
"20110607015899I","07-JUN-11","LAREDO","TX","LAREDO INTL","INCIDENT","MINOR","LANDING: ROLLOUT","PIPER","PA-32","","","","GENERAL OPERATING RULES","","NONE","0","0","LYCOMI","TIO-540 S1AD","RL8781","","COMMERCIAL PILOT","410","25","35",""
"20120430008089I","30-APR-12","AUBURN","AL","AUBURN UNIVERSITY RGNL","INCIDENT","MINOR","LANDING: ROLLOUT","MOONEY","M-20","M-20-E","","","GENERAL OPERATING RULES","","79357","0","0","LYCOMI","I0360 SER","","1","COMMERCIAL PILOT","410","200","48",""
"20120628012869I","28-JUN-12","GREENWOOD","SC","GREENWOOD COUNTY","INCIDENT","MINOR","LANDING: TOUCHDOWN","MOONEY","M-20","M-20-C","","","GENERAL OPERATING RULES","","6731U","0","0","LYCOMI","O&VO-360 SER","","1","PRIVATE PILOT","410","60","25",""
